BossId,BossType,Name,Photo,Image,Class,LevelShow,Level,Stars,LiveTime,PreBoss,NFTEquips,NFTEquipsLevel,EnergyCost,BaseHP,BaseAtk,BaseAtkGap,HPAddRate,ATKAddRate,ATKSpeedAddRate,CriRate,CriDmgRate,HitRate,DodgeRate,DmgAddRate,DmgReduceRate,AtkBuffRate,DefenseBuffRate,WinDmgRate,FirstWinAwards,Awards,FinderAwards,KillerAwards,DmgAwards,DmgAwardsCOE1,DmgAwardsCOE2,ManaAwards,BuffCardRandPool
int,int,string,string,string,int,string,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,string,string,string,string,int,int,string,int
BossId,Boss类型0讨伐1NFT,Boss名字,Boss图片地址,Boss图片,系列,展示等级,等级,星级,存活时间秒,前置boss,挑战需要装备的NFT武器(id1;id2;id3),挑战需要装备的NFT武器总等级,体力消耗,基础HP,基础攻击,基础攻击间隔秒,HP加成比例(万分位),攻击加成比例(万分位),攻击速度加成比例(万分位),暴击率(万分位),暴击伤害(万分位),命中率(万分位),闪避率(万分位),增害比例(万分位),减伤比例(万分位),攻击buff(万分位),减伤buff(万分位),胜利伤害比例(万分位),首通奖励列表(格式 物品id1:数量;物品id2:数量2 例如 1:80;2:100),奖励列表(格式 物品id1:数量下限1|数量上限1;物品id2:数量下限2|数量上限2 例如 1:80|100;2:80|100),发现者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),击杀者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),参与者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),参与者奖励计算参数1(万分位),参与者奖励计算参数2(万分位),玛娜结晶奖励其中一部分会进入PVP奖池(格式 总数量:进入PVP奖池的数量),buff卡随机池
10001,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,1-1,4,4,,,,,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:70,10:24|27,,,,,,,1
12009,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,3-3,30,30,,12008,,9,12,2730,273,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:261;92000001:10,12:63|71,,,,,,3:1,
12010,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,4-1,34,34,,12009,,10,12,3310,331,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:301;92000001:10,12:71|81,,,,,,3:1,
12011,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,4-2,37,37,,12010,,11,12,3900,390,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:356;92000001:10,12:81|91,,,,,,4:1,
12012,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,4-3,40,40,,12011,,12,12,4500,450,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:414;92000001:10,12:91|101,,,,,,4:1,
12013,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,5-1,44,44,,12012,,13,14,5330,533,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:475;92000001:10,12:101|116,,,,,,4:1,
12014,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,5-2,47,47,,12013,,14,14,6170,617,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:561;92000001:10,12:116|131,,,,,,5:1,
12015,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,5-3,50,50,,12014,,15,14,7030,703,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:651;92000001:10,12:131|146,,,,,,5:1,
12016,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,6-1,54,54,,12015,,16,14,8240,824,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:746;92000001:10,12:146|167,,,,,,6:1,
12017,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,6-2,57,57,,12016,,17,14,9470,947,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:878;92000001:10,12:167|188,,,,,,6:1,
12018,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,6-3,60,60,,12017,,18,14,10720,1072,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:1017;92000001:10,12:188|209,,,,,,7:1,
12019,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,7-1,64,64,,12018,,19,16,12460,1246,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:1162;92000001:10,12:209|240,,,,,,8:1,
12020,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,7-2,67,67,,12019,,20,16,14230,1423,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:1366;92000001:10,12:240|270,,,,,,10:1,
12021,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,7-3,70,70,,12020,,21,16,16020,1602,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:1578;92000001:10,12:270|300,,,,,,11:1,
12022,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,8-1,74,74,,12021,,22,16,18500,1850,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:1799;92000001:10,12:300|344,,,,,,13:1,
12023,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,8-2,77,77,,12022,,23,16,21020,2102,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:2109;92000001:10,12:344|387,,,,,,14:1,
12024,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,8-3,80,80,,12023,,24,16,23570,2357,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:2432;92000001:10,12:387|431,,,,,,16:1,
12025,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,9-1,84,84,,12024,,25,18,27150,2715,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:2768;92000001:10,12:431|493,,,,,,19:1,
12026,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,9-2,87,87,,12025,,26,18,30780,3078,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:3241;92000001:10,12:493|556,,,,,,22:2,
12027,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,9-3,90,90,,12026,,27,18,34460,3446,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:3732;92000001:10,12:556|618,,,,,,25:2,
12028,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,10-1,94,94,,12027,,28,18,39590,3959,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:4241;92000001:10,12:618|708,,,,,,30:3,
12029,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,10-2,97,97,,12028,,29,18,44800,4480,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:4958;92000001:10,12:708|797,,,,,,34:3,
12030,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,10-3,100,100,,12029,,30,18,50090,5009,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:5701;92000001:10,12:797|887,,,,,,39:3,
12031,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,11-1,104,104,,12030,,31,20,57410,5741,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:6471;92000001:10,12:887|1015,,,,,,46:4,
12032,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,11-2,107,107,,12031,,32,20,64830,6483,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:7555;92000001:10,12:1015|1143,,,,,,53:5,
12033,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,11-3,110,110,,12032,,33,20,72360,7236,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:8677;92000001:10,12:1143|1272,,,,,,60:6,
12034,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,12-1,114,114,,12033,,34,20,82810,8281,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:9836;92000001:10,12:1272|1456,,,,,,72:7,
12035,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,12-2,117,117,,12034,,35,20,93400,9340,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:11471;92000001:10,12:1456|1640,,,,,,83:8,
12036,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,12-3,120,120,,12035,,36,20,104140,10414,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:13160;92000001:10,12:1640|1824,,,,,,94:9,
12037,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,13-1,124,124,,12036,,37,22,119050,11905,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:14903;92000001:10,12:1824|2088,,,,,,112:11,
12038,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,13-2,127,127,,12037,,38,22,134170,13417,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:17363;92000001:10,12:2088|2352,,,,,,130:13,
12039,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,13-3,130,130,,12038,,39,22,149500,14950,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:19901;92000001:10,12:2352|2616,,,,,,148:14,
12040,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,14-1,134,134,,12039,,40,22,170820,17082,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:22515;92000001:10,12:2616|2994,,,,,,176:17,
12041,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,14-2,137,137,,12040,,41,22,192420,19242,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:26209;92000001:10,12:2994|3373,,,,,,204:20,
12042,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,14-3,140,140,,12041,,42,22,214320,21432,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:30013;92000001:10,12:3373|3751,,,,,,232:23,
12043,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,15-1,144,144,,12042,,43,24,234000,23400,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:33928;92000001:10,12:3751|4294,,,,,,276:27,
12044,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,15-2,147,147,,12043,,44,24,253930,25393,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:39462;92000001:10,12:4294|4836,,,,,,321:32,
12045,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,15-3,150,150,,12044,,45,24,274110,27411,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:45155;92000001:10,12:4836|5379,,,,,,364:36,
13001,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,1-1,4,4,,,,1,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:70;92000001:10,13:24|27,,,,,,1:1,
13002,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,1-2,7,7,,13001,,2,10,560,56,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:83;92000001:10,13:27|30,,,,,,1:1,
13003,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,1-3,10,10,,13002,,3,10,650,65,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:98;92000001:10,13:30|34,,,,,,1:1,
13004,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,2-1,14,14,,13003,,4,10,930,93,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:116;92000001:10,13:34|39,,,,,,1:1,
13005,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,2-2,17,17,,13004,,5,10,1200,120,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:138;92000001:10,13:39|44,,,,,,1:1,
13006,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,2-3,20,20,,13005,,6,10,1490,149,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:162;92000001:10,13:44|49,,,,,,2:1,
13007,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,3-1,24,24,,13006,,7,12,1900,190,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:188;92000001:10,13:49|56,,,,,,2:1,
13008,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,3-2,27,27,,13007,,8,12,2310,231,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:223;92000001:10,13:56|63,,,,,,2:1,
13009,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,3-3,30,30,,13008,,9,12,2730,273,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:261;92000001:10,13:63|71,,,,,,3:1,
13010,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,4-1,34,34,,13009,,10,12,3310,331,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:301;92000001:10,13:71|81,,,,,,3:1,
13011,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,4-2,37,37,,13010,,11,12,3900,390,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:356;92000001:10,13:81|91,,,,,,4:1,
13012,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,4-3,40,40,,13011,,12,12,4500,450,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:414;92000001:10,13:91|101,,,,,,4:1,
13013,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,5-1,44,44,,13012,,13,14,5330,533,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:475;92000001:10,13:101|116,,,,,,4:1,
13014,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,5-2,47,47,,13013,,14,14,6170,617,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:561;92000001:10,13:116|131,,,,,,5:1,
13015,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,5-3,50,50,,13014,,15,14,7030,703,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:651;92000001:10,13:131|146,,,,,,5:1,
13016,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,6-1,54,54,,13015,,16,14,8240,824,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:746;92000001:10,13:146|167,,,,,,6:1,
13017,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,6-2,57,57,,13016,,17,14,9470,947,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:878;92000001:10,13:167|188,,,,,,6:1,
13018,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,6-3,60,60,,13017,,18,14,10720,1072,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:1017;92000001:10,13:188|209,,,,,,7:1,
13019,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,7-1,64,64,,13018,,19,16,12460,1246,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:1162;92000001:10,13:209|240,,,,,,8:1,
13020,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,7-2,67,67,,13019,,20,16,14230,1423,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:1366;92000001:10,13:240|270,,,,,,10:1,
13021,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,7-3,70,70,,13020,,21,16,16020,1602,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:1578;92000001:10,13:270|300,,,,,,11:1,
13022,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,8-1,74,74,,13021,,22,16,18500,1850,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:1799;92000001:10,13:300|344,,,,,,13:1,
13023,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,8-2,77,77,,13022,,23,16,21020,2102,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:2109;92000001:10,13:344|387,,,,,,14:1,
13024,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,8-3,80,80,,13023,,24,16,23570,2357,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:2432;92000001:10,13:387|431,,,,,,16:1,
13025,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,9-1,84,84,,13024,,25,18,27150,2715,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:2768;92000001:10,13:431|493,,,,,,19:1,
13026,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,9-2,87,87,,13025,,26,18,30780,3078,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:3241;92000001:10,13:493|556,,,,,,22:2,
13027,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,9-3,90,90,,13026,,27,18,34460,3446,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:3732;92000001:10,13:556|618,,,,,,25:2,
13028,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,10-1,94,94,,13027,,28,18,39590,3959,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:4241;92000001:10,13:618|708,,,,,,30:3,
13029,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,10-2,97,97,,13028,,29,18,44800,4480,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:4958;92000001:10,13:708|797,,,,,,34:3,
13030,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,10-3,100,100,,13029,,30,18,50090,5009,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:5701;92000001:10,13:797|887,,,,,,39:3,
13031,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,11-1,104,104,,13030,,31,20,57410,5741,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:6471;92000001:10,13:887|1015,,,,,,46:4,
13032,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,11-2,107,107,,13031,,32,20,64830,6483,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:7555;92000001:10,13:1015|1143,,,,,,53:5,
13033,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,11-3,110,110,,13032,,33,20,72360,7236,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:8677;92000001:10,13:1143|1272,,,,,,60:6,
13034,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,12-1,114,114,,13033,,34,20,82810,8281,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:9836;92000001:10,13:1272|1456,,,,,,72:7,
13035,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,12-2,117,117,,13034,,35,20,93400,9340,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:11471;92000001:10,13:1456|1640,,,,,,83:8,
13036,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,12-3,120,120,,13035,,36,20,104140,10414,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:13160;92000001:10,13:1640|1824,,,,,,94:9,
13037,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,13-1,124,124,,13036,,37,22,119050,11905,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:14903;92000001:10,13:1824|2088,,,,,,112:11,
13038,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,13-2,127,127,,13037,,38,22,134170,13417,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:17363;92000001:10,13:2088|2352,,,,,,130:13,
13039,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,13-3,130,130,,13038,,39,22,149500,14950,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:19901;92000001:10,13:2352|2616,,,,,,148:14,
13040,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,14-1,134,134,,13039,,40,22,170820,17082,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:22515;92000001:10,13:2616|2994,,,,,,176:17,
13041,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,14-2,137,137,,13040,,41,22,192420,19242,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:26209;92000001:10,13:2994|3373,,,,,,204:20,
13042,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,14-3,140,140,,13041,,42,22,214320,21432,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:30013;92000001:10,13:3373|3751,,,,,,232:23,
13043,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,15-1,144,144,,13042,,43,24,234000,23400,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:33928;92000001:10,13:3751|4294,,,,,,276:27,
13044,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,15-2,147,147,,13043,,44,24,253930,25393,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:39462;92000001:10,13:4294|4836,,,,,,321:32,
13045,1,BOSS_NAME_13001,https://mirror-realms.io/mor_boss/vera1.jpg,1301,3,15-3,150,150,,13044,,45,24,274110,27411,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,13:45155;92000001:10,13:4836|5379,,,,,,364:36,
14001,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,1-1,4,4,,,,1,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:70;92000001:10,14:24|27,,,,,,1:1,
14002,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,1-2,7,7,,14001,,2,10,560,56,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:83;92000001:10,14:27|30,,,,,,1:1,
14003,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,1-3,10,10,,14002,,3,10,650,65,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:98;92000001:10,14:30|34,,,,,,1:1,
14004,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,2-1,14,14,,14003,,4,10,930,93,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:116;92000001:10,14:34|39,,,,,,1:1,
14005,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,2-2,17,17,,14004,,5,10,1200,120,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:138;92000001:10,14:39|44,,,,,,1:1,
14006,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,2-3,20,20,,14005,,6,10,1490,149,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:162;92000001:10,14:44|49,,,,,,2:1,
14007,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,3-1,24,24,,14006,,7,12,1900,190,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:188;92000001:10,14:49|56,,,,,,2:1,
14008,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,3-2,27,27,,14007,,8,12,2310,231,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:223;92000001:10,14:56|63,,,,,,2:1,
14009,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,3-3,30,30,,14008,,9,12,2730,273,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:261;92000001:10,14:63|71,,,,,,3:1,
14010,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,4-1,34,34,,14009,,10,12,3310,331,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:301;92000001:10,14:71|81,,,,,,3:1,
14011,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,4-2,37,37,,14010,,11,12,3900,390,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:356;92000001:10,14:81|91,,,,,,4:1,
14012,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,4-3,40,40,,14011,,12,12,4500,450,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:414;92000001:10,14:91|101,,,,,,4:1,
14013,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,5-1,44,44,,14012,,13,14,5330,533,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:475;92000001:10,14:101|116,,,,,,4:1,
14014,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,5-2,47,47,,14013,,14,14,6170,617,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:561;92000001:10,14:116|131,,,,,,5:1,
14015,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,5-3,50,50,,14014,,15,14,7030,703,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:651;92000001:10,14:131|146,,,,,,5:1,
14016,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,6-1,54,54,,14015,,16,14,8240,824,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:746;92000001:10,14:146|167,,,,,,6:1,
14017,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,6-2,57,57,,14016,,17,14,9470,947,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:878;92000001:10,14:167|188,,,,,,6:1,
14018,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,6-3,60,60,,14017,,18,14,10720,1072,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:1017;92000001:10,14:188|209,,,,,,7:1,
14019,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,7-1,64,64,,14018,,19,16,12460,1246,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:1162;92000001:10,14:209|240,,,,,,8:1,
14020,1,BOSS_NAME_14001,https://mirror-realms.io/mor_boss/rota1.jpg,1401,4,7-2,67,67,,14019,,20,16,14230,1423,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,14:1366;92000001:10,14:240|270,,,,,,10:1,
